id,query,entity_type,query_category,answer
1361,What is classroom at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1362,What is the classroom of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1363,What is laboratory at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1364,What is the laboratory of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1365,What is hostel at Heartfulness meditation center Kanha,heartfulness_kanha,facilities,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1366,What is the hostel of Heartfulness meditation center Kanha,heartfulness_kanha,facilities,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1367,What is gardens at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1368,What is the gardens of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1369,What is sustainability at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1370,What is the sustainability of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
1371,What is organic farming at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"The campus features hydroponic farms using NFT and DFT technologies, organic vegetable production, fruit orchards, and medicinal plant cultivation. Heartyculture products include cold-pressed oils, organic spices, honey, and Ayurvedic preparations all produced on-campus."
1372,What is the organic farming of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"The campus features hydroponic farms using NFT and DFT technologies, organic vegetable production, fruit orchards, and medicinal plant cultivation. Heartyculture products include cold-pressed oils, organic spices, honey, and Ayurvedic preparations all produced on-campus."
1373,What is volunteering at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual,"Heartfulness meditation is the core practice taught at Kanha, based on the Sahaj Marg system of Raja Yoga. Free meditation training is provided by certified trainers, with the world's largest meditation hall accommodating 100,000 practitioners. Daily group meditations and personal guidance are available."
